food_name,province,tp_group,kcal_group,kcal_100g,n_samples,std_kcal
Gaziantep Cağırtlak Kebabı/ Antep Cağırtlak Kebabı / Gaziantep Cartlak Kebabı / Antep Cartlak Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Doğrama/Antep Doğrama,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Dolangel Tatlısı,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Koruk Ekşisi,Gaziantep,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Gaziantep Fasulyeli Kabak Dolması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Küşleme Kebabı/Antep Küşleme Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Susamlı Kıtır Helva,Gaziantep,Diğer ürünler,diğer,356.8,15,145.07791010350266
Antep Urmu Dut Şurubu / Gaziantep Urmu Dut Şurubu,Gaziantep,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Antep Fıstık Ezmesi (Antepfıstığı Ezmesi / Gaziantep Fıstık Ezmesi),Gaziantep,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Gaziantep/Antep Ayvalı Ekşili Taraklık,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Firikli Acur Dolması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Nohut Dürümü/Antep Nohut Dürümü,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Tene Katması / Antep Tene Katması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Simit Aşı/Antep Simit Aşı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Simit Kebabı/Antep Simit Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Şöbiyeti / Antep Şöbiyeti,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Sini Köftesi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Dolmalık Biber Kurusu / Gaziantep Dolmalık Biber Kurusu,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep Sebzeli Peynirli Böreği /Antep Sebzeli Peynirli Böreği,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Sütlü Zerdesi/Gaziantep Astarlı Sütlacı,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Sarımsak Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Lahmacunu / Gaziantep Lahmacunu,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Süzek Yapması / Antep Süzek Yapması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Pirpirim Aşı/Antep Pirpirim Aşı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Yağlı Köfte / Antep Yağlı Köfte,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Yenidünya Kebabı/Antep Yenidünya Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Yeşil Zeytin Böreği,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Yoğurtlu Patates/Antep Yoğurtlu Patates,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Yoğurtlu Taze Fasulye/Antep Yoğurtlu Taze Fasulye,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep İçli Köftesi / Antep İçli Köftesi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Pirinçli Böreği,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Oğuzeli Narı /Antep Oğuzeli Narı,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep Omacı/Antep Omacı/Pisik Köftesi,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Şekerli Peynirli Böreği/ Antep Şekerli Peynirli Böreği,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Şirin Tarhanası,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep Sarımsak Aşı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Kübban Ekmeği,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antep Pekmezi / Gaziantep Pekmezi,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antep Kuruluk Patlıcanı (Gaziantep Kuru Patlıcanı),Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
"Antep Meyan Şerbeti (Gaziantep Meyan Şerbeti, Antep Meyankökü Şerbeti)",Gaziantep,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Gaziantep/Antep Çağla Aşı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Sebzeli Kebap,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Maş Çorbası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Maş Piyazı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Keme Kebabı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Mumbar Dolması/ Antep Mumbar Dolması,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Köy Kahkesi (Gaziantep Köy Kahkesi),Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep/Antep Firik Pilavı,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Haylan Kabağı Kurusu / Gaziantep Haylan Kabağı Kurusu,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
İslahiye Biberi,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antep Karası Kuru Üzümü,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep Malhıtalı Aşı/Lapası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Öz Çorba/Antep Öz Çorba,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep Muhammarası,Gaziantep,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Oğuzeli Nar Ekşisi,Gaziantep,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Antep Fıstığı,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gaziantep/Antep Bakla Tavası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gaziantep/Antep Erik Tavası,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antep Kurabiyesi,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Nizip Patlıcanı,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sof Domatesi,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Nizip Nanesi,Gaziantep,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Nizip Mızar Havucu,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antep Katmeri,Gaziantep,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gaziantep/Antep Alaca Çorba,Gaziantep,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Oğuzeli Kurutmalığı,Gaziantep,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Çamoluk Şeker Kuru Fasulyesi,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Giresun Kalınkara Fındığı /Giresun Karası,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Giresun Isırganı,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Giresun Fındık Ezmesi,Giresun,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Giresun Fındık Ezmeli Kadayıf Tatlısı,Giresun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Şebinkarahisar Karadutu,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Giresun Tombul Fındığı,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Çavuşlu Ekmeği,Giresun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Giresun Sivri Fındığı,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Piraziz Elması,Giresun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Görele Dondurması,Giresun,Dondurmalar ve yenilebilir buzlar,dondurmalar,145.5,2,43.1335136523794
Alucra Oğlak Kebabı,Giresun,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gümüşhane Dut Pestili,Gümüşhane,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Kelkit Şeker Fasulyesi,Gümüşhane,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kelkit Ketesi,Gümüşhane,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gümüşhane Deleme Peyniri,Gümüşhane,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Şiran Kök Pekmezi,Gümüşhane,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gümüşhane Ekmeği,Gümüşhane,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gümüşhane Kömesi,Gümüşhane,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Kürtün Araköy Ekmeği,Gümüşhane,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gümüşhane Şeker Fasulyesi,Gümüşhane,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gümüşhane Sironu,Gümüşhane,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gümüşhane Kuşburnu Nektarı,Gümüşhane,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Çukurca Tahini,Hakkari,Diğer ürünler,diğer,356.8,15,145.07791010350266
Hakkari Girara Huluga,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yüksekova Çirek Peyniri,Hakkari,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Hakkari Gulol,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Gayle Zengil,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hakkari Kepaye,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hakkari Lalaped Tatlısı,Hakkari,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hakkari Kadesi,Hakkari,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hakkâri Kıris,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hakkâri Doleme,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hakkâri Doğaba,Hakkari,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Humusu,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Ali Nazik,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Aşur Yemeği,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Bahtenis Dolması,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Barburi Üzümü,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Bakla Ezmesi,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Biber Salçası,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Cevizli Biber / Hatay Muhammarası,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Halhalı Zeytini,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Ekşi Aşı,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Fellah Köftesi,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Halavet Kebabı,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Beyaz Balkabağı,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Ceviz Reçeli,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Belen Tava,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Dörtyol Mandarini,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kırıkhan Siyah Havucu,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Şiş Börek Çorbası,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Şeyh Mualla Yemeği,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Tandır Kahkesi,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Kaytaz Böreği,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Kömbesi,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Nar Ekşisi,Hatay,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Hatay Oruğu,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Peynirli İrmik Helvası,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Pirzolalı Yaprak Sarması,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Taş Kadayıfı,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Zeytin Salatası,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Tel Kadayıfı,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatay Tepsi Oruğu,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Tuzlu Yoğurt Çorbası,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Yaprak Sarması,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hatay Zahter Salatası / Hatay Kekik Salatası,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antakya Künefesi,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Samandağ Biberi,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hatay Ispanaklı Börek,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kırıkhan Kavunu,Hatay,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antakya Sürkü (Antakya Çökeleği),Hatay,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Antakya Tuzlu Yoğurdu,Hatay,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Hatay Kabak Tatlısı,Hatay,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antakya Zılk Sarması,Hatay,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
